age;mention_bac;distance_domicile_km;heures_travail_remunere_sem;taux_presence_pct;connexions_lms_30j;heures_lms_total;ressources_consultees;retards_rendus;nb_devoirs_rendus;messages_forum;motivation;satisfaction;sentiment_appartenance;date_inscription;moyenne_finale;abandon;ects_semestre;capacite_accueil;volume_horaire_s1;taux_reussite_historique_pct;filiere_Biologie;filiere_Droit;filiere_Gestion;filiere_Informatique;filiere_Lettres;filiere_Mathematiques;filiere_Psychologie;filiere_STAPS;bac_type_general;bac_type_pro;bac_type_techno;faculte_Droit-Science Po;faculte_Lettres & Langues;faculte_STAPS;faculte_Sciences & Technologies;faculte_Sciences Humaines;faculte_Économie-Gestion;etablissement_origine_autre;etablissement_origine_cfa;etablissement_origine_lycee_prive;etablissement_origine_lycee_public;etablissement_origine_nan
17;2.0;2.8;0.0;68.1;3.0;1.1;19;6;6;0;1.0;2.0;4.0;06-09-2024;6.27;1;28;710;325;60;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0
18;3.0;3.7;0.0;65.8;35.0;75.3;51;2;9;4;3.0;2.0;;11-09-2024;16.74;0;30;620;263;66;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;1;0
18;1.0;1.4;6.0;88.7;24.0;64.6;39;6;10;3;3.0;4.0;4.0;25-09-2024;11.28;0;30;810;265;81;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0
17;0.0;51.8;18.0;94.5;37.0;46.2;68;0;11;3;5.0;3.0;3.0;13-09-2024;16.17;0;28;710;325;60;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0
19;2.0;0.9;0.0;69.3;38.0;55.9;53;4;13;5;5.0;;3.0;03-09-2024;14.88;0;28;480;265;78;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0
22;1.0;28.1;0.0;66.5;20.0;17.4;36;2;6;1;3.0;2.0;2.0;05-09-2024;4.28;1;30;930;293;75;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0
22;1.0;3.4;10.0;67.6;13.0;13.1;45;4;7;2;;2.0;3.0;27-09-2024;11.51;0;30;980;247;60;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0
20;0.0;4.1;28.0;72.3;28.0;41.1;59;5;11;0;4.0;3.0;4.0;13-09-2024;17.08;0;30;930;293;75;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0
19;0.0;26.2;16.0;87.9;40.0;32.5;83;2;7;1;4.0;2.0;3.0;17-09-2024;17.22;0;30;980;247;60;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0
23;2.0;2.4;24.0;80.4;26.0;61.6;50;2;7;4;4.0;3.0;3.0;06-09-2024;15.95;0;30;830;282;65;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0
19;0.0;10.6;25.0;94.5;34.0;43.8;95;2;9;5;3.0;4.0;3.0;27-09-2024;16.07;0;30;830;282;65;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0
22;0.0;9.6;0.0;70.1;33.0;45.2;76;4;7;4;4.0;3.0;;12-09-2024;13.62;0;30;980;247;60;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0
21;1.0;62.1;;73.6;23.0;32.0;53;2;11;6;4.0;4.0;;09-09-2024;9.33;1;30;930;293;75;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0
22;2.0;22.3;13.0;67.2;10.0;17.8;22;4;10;3;4.0;4.0;4.0;12-09-2024;6.96;1;28;550;256;64;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0
18;2.0;11.3;;81.8;20.0;32.1;30;1;9;5;4.0;3.0;4.0;23-09-2024;17.01;0;30;830;282;65;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0
24;1.0;2.5;18.0;95.7;37.0;43.5;83;2;11;6;4.0;4.0;4.0;02-09-2024;17.36;0;28;710;325;60;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0
22;0.0;2.6;;69.9;24.0;42.6;39;7;9;0;2.0;4.0;1.0;17-09-2024;3.92;1;30;810;265;81;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0
22;0.0;18.4;11.0;68.4;48.0;52.3;81;8;9;0;3.0;;2.0;12-09-2024;15.69;0;30;620;263;66;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;1;0
19;2.0;8.7;3.0;96.5;51.0;68.6;118;4;11;3;5.0;2.0;;24-09-2024;19.75;0;30;620;263;66;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0
18;3.0;10.6;15.0;84.9;29.0;42.0;60;5;12;4;5.0;;;18-09-2024;18.33;0;30;980;247;60;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0
19;0.0;;;92.7;53.0;79.1;110;2;11;7;5.0;4.0;2.0;11-09-2024;18.55;0;30;930;293;75;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0
20;2.0;9.8;;88.4;29.0;17.0;29;0;13;5;;5.0;4.0;17-09-2024;17.05;0;30;830;282;65;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1
18;0.0;14.7;9.0;87.9;40.0;79.7;82;3;11;8;4.0;4.0;5.0;10-09-2024;16.48;0;30;810;265;81;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0
20;0.0;15.7;;87.2;3.0;4.4;7;7;7;3;3.0;3.0;3.0;03-09-2024;4.34;1;28;480;265;78;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0
25;1.0;2.8;;89.3;25.0;54.3;53;2;11;5;4.0;4.0;5.0;27-09-2024;18.87;0;30;980;247;60;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0
20;3.0;7.3;;80.5;38.0;40.9;51;3;8;6;4.0;3.0;3.0;23-09-2024;18.72;0;30;930;293;75;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0
19;1.0;9.1;5.0;75.7;52.0;63.0;111;3;10;2;4.0;4.0;1.0;02-09-2024;18.78;0;28;710;325;60;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0
22;1.0;9.5;8.0;63.6;32.0;24.8;83;2;9;1;3.0;2.0;5.0;24-09-2024;14.27;0;30;980;247;60;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0
18;0.0;;12.0;88.7;39.0;49.3;100;0;10;7;3.0;5.0;3.0;09-09-2024;15.74;0;30;830;282;65;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0
19;1.0;0.1;21.0;85.0;28.0;53.3;43;3;6;5;5.0;5.0;4.0;17-09-2024;15.57;0;28;550;256;64;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0
21;0.0;;22.0;69.2;25.0;44.3;76;5;10;1;2.0;3.0;2.0;12-09-2024;5.16;1;30;980;247;60;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0
20;0.0;11.2;8.0;79.5;7.0;12.3;23;1;7;5;2.0;3.0;2.0;02-09-2024;16.94;0;28;550;256;64;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0
19;0.0;37.7;9.0;81.5;39.0;32.5;65;1;13;4;4.0;3.0;4.0;13-09-2024;14.94;0;28;480;265;78;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0
20;0.0;15.1;10.0;98.8;24.0;2.1;54;4;9;4;3.0;4.0;4.0;17-09-2024;14.83;0;30;930;293;75;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0
20;0.0;21.6;10.0;67.9;17.0;26.6;34;6;6;4;3.0;3.0;2.0;03-09-2024;4.36;1;30;830;282;65;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0
17;2.0;6.4;22.0;76.9;12.0;2.4;32;4;10;3;3.0;4.0;3.0;02-09-2024;4.04;1;28;480;265;78;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0
20;2.0;;11.0;78.3;23.0;37.7;53;6;6;1;5.0;4.0;3.0;24-09-2024;19.54;0;28;550;256;64;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0
19;1.0;9.4;11.0;81.1;35.0;42.8;83;2;7;5;5.0;4.0;5.0;06-09-2024;17.19;0;28;550;256;64;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0
18;0.0;4.5;19.0;98.2;42.0;86.9;104;2;8;6;;5.0;5.0;10-09-2024;19.11;0;28;710;325;60;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0
19;1.0;3.6;0.0;88.8;42.0;60.4;103;2;8;4;5.0;5.0;3.0;11-09-2024;18.95;0;30;930;293;75;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0
18;0.0;1.1;6.0;77.4;44.0;63.5;106;0;11;7;5.0;5.0;3.0;10-09-2024;17.14;0;30;810;265;81;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0
17;0.0;1.5;;95.4;19.0;37.8;37;3;10;3;5.0;5.0;5.0;24-09-2024;16.68;0;30;930;293;75;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0
18;0.0;20.5;0.0;71.1;28.0;35.1;50;1;9;3;3.0;5.0;3.0;04-09-2024;11.97;0;28;710;325;60;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0
19;1.0;12.8;6.0;69.1;25.0;51.1;67;1;6;2;3.0;3.0;1.0;10-09-2024;8.26;1;28;710;325;60;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0
20;0.0;53.9;8.0;55.2;;41.3;35;4;8;0;3.0;3.0;1.0;05-09-2024;6.65;1;30;980;247;60;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0
17;3.0;15.2;0.0;69.3;14.0;21.1;31;4;9;3;4.0;2.0;2.0;19-09-2024;9.92;1;30;930;293;75;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0
19;2.0;34.4;0.0;69.4;17.0;42.1;31;6;6;2;3.0;2.0;;12-09-2024;10.18;0;28;480;265;78;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0
22;1.0;2.1;13.0;73.5;;54.6;99;5;7;3;3.0;3.0;2.0;18-09-2024;16.21;0;30;830;282;65;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0
21;1.0;10.1;17.0;70.0;29.0;27.5;60;5;9;2;5.0;2.0;3.0;24-09-2024;15.46;0;28;480;265;78;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0
20;0.0;8.4;;74.7;23.0;29.7;51;3;11;1;3.0;2.0;1.0;12-09-2024;13.95;0;28;710;325;60;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0
19;2.0;38.7;0.0;72.6;21.0;31.7;72;6;8;2;2.0;2.0;2.0;17-09-2024;7.6;1;30;830;282;65;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0
26;1.0;0.4;15.0;82.5;28.0;47.7;63;4;6;1;3.0;3.0;4.0;19-09-2024;11.61;0;30;930;293;75;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0
18;0.0;10.3;0.0;69.3;28.0;58.9;66;2;9;2;3.0;;3.0;03-09-2024;16.44;0;30;830;282;65;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0
23;0.0;2.9;;81.6;30.0;36.3;61;6;9;1;3.0;;2.0;05-09-2024;12.52;0;30;810;265;81;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0
21;1.0;11.9;0.0;80.4;30.0;25.4;56;3;12;5;5.0;5.0;3.0;19-09-2024;17.81;0;30;930;293;75;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0
20;2.0;9.8;18.0;92.6;51.0;68.2;112;4;11;6;3.0;3.0;4.0;06-09-2024;16.12;0;30;980;247;60;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0
18;0.0;3.9;23.0;77.0;24.0;39.2;36;3;7;4;3.0;;3.0;25-09-2024;14.73;0;30;980;247;60;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0
20;0.0;3.3;0.0;73.8;35.0;46.8;83;3;12;8;4.0;2.0;2.0;11-09-2024;13.15;0;30;830;282;65;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0
20;2.0;27.7;;81.1;;40.0;44;1;12;0;4.0;;4.0;04-09-2024;17.92;0;28;550;256;64;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0
19;1.0;11.6;13.0;53.1;24.0;21.2;66;6;8;0;1.0;2.0;1.0;17-09-2024;0.92;1;30;980;247;60;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0
20;0.0;1.8;12.0;60.9;3.0;2.2;16;5;5;1;3.0;2.0;;05-09-2024;5.63;1;30;830;282;65;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0
21;2.0;8.9;15.0;69.9;28.0;27.8;60;4;9;4;;5.0;2.0;17-09-2024;18.16;0;30;930;293;75;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1
22;3.0;62.7;0.0;91.0;41.0;80.6;86;0;12;8;5.0;4.0;3.0;03-09-2024;19.52;0;30;810;265;81;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0
21;1.0;;6.0;82.3;30.0;41.6;70;5;7;3;4.0;4.0;2.0;26-09-2024;15.27;0;30;830;282;65;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0
20;0.0;3.5;;67.1;16.0;13.9;26;2;6;1;2.0;1.0;2.0;24-09-2024;6.54;1;30;980;247;60;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0
17;1.0;12.2;;90.8;31.0;26.1;75;6;12;1;4.0;4.0;5.0;11-09-2024;17.1;0;28;480;265;78;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0
22;1.0;26.1;28.0;68.7;23.0;17.2;30;8;8;1;2.0;3.0;3.0;03-09-2024;15.42;0;30;980;247;60;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0
24;;3.3;8.0;77.2;;7.6;24;1;11;2;3.0;2.0;3.0;18-09-2024;11.84;0;28;550;256;64;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0
21;1.0;14.0;10.0;80.2;12.0;22.3;24;3;6;3;3.0;4.0;2.0;09-09-2024;14.85;0;30;620;263;66;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;1;0
20;1.0;1.8;;70.3;16.0;21.2;28;8;8;3;4.0;3.0;3.0;24-09-2024;5.79;1;30;980;247;60;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0
19;0.0;15.9;;82.4;21.0;36.5;55;4;6;1;3.0;5.0;5.0;13-09-2024;12.88;0;30;980;247;60;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0
20;2.0;28.6;0.0;77.0;19.0;34.6;42;5;7;3;3.0;4.0;4.0;11-09-2024;17.29;0;30;830;282;65;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0
19;3.0;19.9;13.0;86.7;27.0;43.5;60;2;6;4;5.0;3.0;;16-09-2024;17.09;0;30;930;293;75;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
19;0.0;0.6;0.0;73.9;20.0;47.5;36;1;9;2;3.0;2.0;2.0;11-09-2024;17.1;0;30;980;247;60;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0
20;1.0;34.0;5.0;91.0;33.0;44.2;73;4;6;9;4.0;3.0;3.0;26-09-2024;13.07;0;30;980;247;60;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0
22;3.0;9.0;26.0;77.6;;27.8;60;1;6;2;2.0;3.0;3.0;20-09-2024;17.29;0;30;810;265;81;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0
21;1.0;1.7;6.0;84.3;43.0;87.8;107;2;8;2;3.0;5.0;2.0;20-09-2024;17.6;0;30;930;293;75;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0
17;0.0;3.1;10.0;69.8;18.0;22.9;37;3;7;2;2.0;2.0;2.0;20-09-2024;6.34;1;30;980;247;60;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1
19;0.0;5.1;26.0;74.0;17.0;23.3;44;5;9;2;4.0;2.0;;18-09-2024;5.93;1;30;980;247;60;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0
18;1.0;3.2;28.0;75.4;35.0;64.6;106;4;9;2;4.0;2.0;1.0;17-09-2024;13.62;0;28;550;256;64;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0
20;3.0;;8.0;78.7;43.0;86.3;111;2;7;3;3.0;4.0;;03-09-2024;16.9;0;30;930;293;75;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0
19;0.0;0.2;19.0;98.3;46.0;72.8;64;2;9;7;5.0;;4.0;23-09-2024;16.7;0;30;810;265;81;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0
18;0.0;18.8;;61.7;27.0;31.3;79;7;8;2;2.0;2.0;2.0;23-09-2024;5.7;1;30;830;282;65;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0
18;1.0;7.1;10.0;65.8;20.0;26.9;69;5;8;1;3.0;3.0;3.0;12-09-2024;5.14;1;30;620;263;66;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0
23;0.0;44.5;0.0;62.2;6.0;6.1;4;6;6;1;1.0;1.0;2.0;20-09-2024;3.85;1;28;480;265;78;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0
21;1.0;2.7;28.0;54.8;11.0;10.0;34;4;10;0;;2.0;2.0;26-09-2024;2.42;1;30;980;247;60;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0
21;1.0;5.6;26.0;59.8;20.0;19.6;65;4;10;1;2.0;4.0;1.0;23-09-2024;2.27;1;30;930;293;75;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0
17;0.0;17.1;;56.8;25.0;32.6;67;5;6;5;1.0;;3.0;11-09-2024;5.77;1;28;550;256;64;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0
19;0.0;7.1;6.0;84.2;37.0;36.0;90;0;8;2;4.0;;5.0;09-09-2024;16.68;0;30;930;293;75;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0
23;0.0;5.1;0.0;83.3;27.0;52.2;41;6;11;0;5.0;1.0;;05-09-2024;15.66;0;28;550;256;64;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0
19;2.0;16.0;20.0;78.3;24.0;28.9;46;2;9;1;3.0;1.0;2.0;05-09-2024;11.77;0;28;710;325;60;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0
20;0.0;13.0;0.0;91.2;36.0;51.7;68;4;8;8;4.0;5.0;3.0;04-09-2024;18.61;0;30;830;282;65;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0
26;0.0;17.9;10.0;79.5;26.0;35.8;58;2;7;3;3.0;3.0;3.0;06-09-2024;12.54;0;28;710;325;60;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0
19;2.0;3.7;8.0;83.5;39.0;48.7;78;3;10;5;5.0;2.0;4.0;24-09-2024;17.71;0;28;710;325;60;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0
19;0.0;8.3;15.0;84.2;31.0;36.6;41;5;8;7;;5.0;2.0;20-09-2024;14.64;0;30;810;265;81;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0
20;1.0;0.6;11.0;79.3;34.0;69.0;61;3;7;6;4.0;;4.0;16-09-2024;15.98;0;30;930;293;75;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0
21;;53.6;21.0;81.5;36.0;83.1;90;1;10;4;5.0;4.0;2.0;12-09-2024;17.18;0;30;980;247;60;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0
20;2.0;9.1;8.0;67.0;27.0;53.6;62;6;8;2;3.0;3.0;2.0;23-09-2024;9.38;1;28;480;265;78;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0
17;2.0;11.5;16.0;86.4;41.0;61.8;85;6;7;6;5.0;5.0;5.0;12-09-2024;15.53;0;28;710;325;60;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0
18;0.0;1.8;0.0;87.3;44.0;74.4;107;0;13;6;5.0;5.0;5.0;04-09-2024;18.63;0;28;710;325;60;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0
24;1.0;11.6;0.0;75.0;44.0;53.7;127;3;7;1;5.0;3.0;2.0;04-09-2024;13.1;0;30;930;293;75;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0
18;0.0;26.8;11.0;91.9;50.0;51.4;84;0;8;8;4.0;;3.0;20-09-2024;13.18;0;30;930;293;75;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0
18;3.0;0.3;15.0;61.7;13.0;30.3;50;7;7;1;1.0;4.0;4.0;06-09-2024;3.74;1;30;930;293;75;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0
19;0.0;;18.0;81.9;46.0;73.8;127;1;8;3;4.0;5.0;4.0;10-09-2024;17.07;0;28;550;256;64;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0
18;2.0;0.9;;97.1;45.0;71.2;117;5;8;2;4.0;5.0;2.0;12-09-2024;15.72;0;28;710;325;60;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0
21;2.0;6.6;13.0;89.0;21.0;31.5;40;8;10;5;;3.0;5.0;13-09-2024;13.76;0;30;980;247;60;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0
20;0.0;22.5;17.0;74.8;25.0;45.2;50;7;9;4;3.0;3.0;4.0;16-09-2024;12.24;0;28;710;325;60;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0
20;1.0;14.3;0.0;97.1;71.0;135.6;201;1;10;2;5.0;5.0;5.0;12-09-2024;19.64;0;28;480;265;78;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1
21;2.0;22.8;0.0;72.6;16.0;23.4;35;5;5;0;3.0;3.0;2.0;25-09-2024;6.24;1;28;710;325;60;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0
18;1.0;2.8;24.0;71.0;25.0;51.8;46;5;8;1;2.0;3.0;3.0;24-09-2024;13.04;0;30;980;247;60;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0
18;3.0;19.2;0.0;82.4;22.0;25.3;44;4;9;1;4.0;4.0;;11-09-2024;16.81;0;30;930;293;75;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0
20;1.0;23.2;7.0;74.5;13.0;19.0;18;6;6;0;;1.0;2.0;24-09-2024;2.19;1;30;930;293;75;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0
18;1.0;26.9;17.0;83.0;35.0;35.6;96;7;11;4;4.0;4.0;2.0;02-09-2024;17.46;0;28;480;265;78;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0
20;1.0;0.3;0.0;70.1;28.0;55.9;74;6;6;2;2.0;1.0;;23-09-2024;14.28;0;30;980;247;60;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0
18;;0.9;16.0;79.7;37.0;50.0;71;3;9;6;5.0;3.0;;16-09-2024;17.18;0;30;980;247;60;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0
20;;6.9;9.0;57.5;17.0;25.2;22;7;7;1;3.0;2.0;2.0;11-09-2024;7.02;1;28;480;265;78;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0
20;1.0;28.3;;89.6;28.0;15.9;85;3;8;3;5.0;3.0;4.0;17-09-2024;14.01;0;28;710;325;60;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0
18;1.0;6.2;19.0;96.4;57.0;72.1;100;0;10;9;5.0;4.0;5.0;09-09-2024;18.23;0;28;550;256;64;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0
18;;2.9;8.0;75.6;33.0;44.2;71;6;6;0;1.0;4.0;2.0;18-09-2024;2.48;1;30;980;247;60;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0
19;1.0;40.9;0.0;80.5;23.0;43.6;62;3;6;2;3.0;2.0;3.0;02-09-2024;14.67;0;28;550;256;64;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0
19;2.0;;20.0;78.3;52.0;63.4;105;1;11;8;5.0;3.0;4.0;09-09-2024;19.59;0;28;710;325;60;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0
18;;10.3;9.0;84.8;32.0;54.5;92;2;8;3;1.0;3.0;2.0;25-09-2024;19.28;0;30;620;263;66;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1
17;1.0;12.4;0.0;78.1;18.0;25.6;27;4;12;5;4.0;4.0;3.0;16-09-2024;16.61;0;30;980;247;60;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0
22;2.0;0.2;;66.2;;36.6;39;2;9;0;2.0;3.0;3.0;26-09-2024;14.37;0;28;480;265;78;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0
