student_id,annee_universitaire,filiere,age,sexe,bac_type,mention_bac,etablissement_origine,boursier,distance_domicile_km,heures_travail_remunere_sem,taux_presence_pct,connexions_lms_30j,heures_lms_total,ressources_consultees,retards_rendus,nb_devoirs_total,nb_devoirs_rendus,messages_forum,moyenne_partiels_s1,nb_ue_total,nb_ue_validees_s1,motivation,satisfaction,sentiment_appartenance,groupe_td,couleur_carte_etudiante,jour_inscription,id_dossier,date_inscription,moyenne_finale,abandon,commentaire_tuteur
ETU-02339,2024-2025,Gestion,22,H,general,P,lycee_public,non,79.2,0.0,67.3%,34,59.6,90,3,8,6,3,12.48,7,7,4,2,2,C,gris,jeudi,941905,19 Sep 2024,16.87,0,Profil dans la moyenne.
ETU-04990,2024-2025,STAPS,21,h,Général,Bien,lycee_public,0,22.9 km,7.0,60.1,9,25.5,10,4,10,6,0,"9,71",5,4,,2,1,D,bleu,lundi,147768,09/09/2024,3.93,1,Engagement en ligne très faible.
ETU-00603,2024-2025,STAPS,22,h,Generale,Assez Bien,lycee_prive,oui,"10,0",7.0,69.1%,17,19.8,32,7,13,10,0,10.86,7,4,,3,3,C,jaune,mercredi,980969,2024-09-25,6.26,1,
ETU-00655,2024-2025,Biologie,21,M,Général,Passable,lycee_public,non,7.8,5.0,"89,9",36,75.1,65,1,9,9,7,11.43,5,4,5,3,5,F,jaune,vendredi,813247,20/09/2024,16.73,0,
ETU-00393,2024-2025,PSYCHOLOGIE,18,Autre,general,tres bien,lycee_public,0,4.5,6.0,57.6,23,29.5,56,8,13,8,0,17.04,6,6,4,,5,D,jaune,mercredi,277399,25 Sep 2024,16.04,0,"Rendus souvent en retard, à relancer."
ETU-03707,2024-2025, Psychologie ,19,Homme,général ,Bien,lycee_public,O,9.6,,89.6%,59,85.5,125,3,13,13,4,16.77,6,5,5,5,,F,rouge,mardi,443772,24/09/2024,19.72,0,"Très bon investissement, en réussite."
ETU-01421,2024-2025,Informatique,19,femme,TECHNO,Très Bien,lycee_prive,oui,6.3,9.0,70.5,44,28.1,118,1,9,8,3,13.9,5,3,3,3,3,C,rouge,vendredi,519206,13 Sep 2024,16.75,0,
ETU-01712,2024-2025,lettres,17,Femme,techno,ab,lycee_prive,N,4.8,0.0,63.7,8,9.3,11,5,8,6,0,5.73,6,2,3,2,3,D,rouge,vendredi,692178,20/09/2024,11.38,0,Résultats fragiles aux partiels.
ETU-03667,2024-2025,informatique,20,femme,Technologique,Passable,lycee_prive,N,12.8,0.0,60.7,3,8.8,2,2,9,5,0,3.92,7,1,1,2,2,H,rouge,mercredi,550141,2024-09-11,2.24,1,Résultats fragiles aux partiels.
ETU-01163,2024-2025,Gestion,19,M,GEN,B,lycee_public,non,84.3,10.0,75.7%,26,26.4,44,4,12,10,1,"11,72",6,3,3,2,2,C,bleu,jeudi,290575,2024-09-19,14.19,0,Profil dans la moyenne.
ETU-04354,2024-2025,Biologie,17,f,general,passable,lycee_public,1,2.5,5.0,84.6,51,62.8,76,5,12,10,4,12.09,6,5,5,2,4,F,jaune,jeudi,711883,2024-09-19,16.34,0,Engagement en ligne remarquable.
ETU-05029,2024-2025,Lettres,21,H,TECHNO,ab,lycee_public,non,76.8,11.0,85.7,33,45.4,78,6,10,9,3,12.67,6,5,4,5,4,H,vert,vendredi,237425,06/09/2024,16.3,0,Travail sérieux et régulier.
ETU-01607,2024-2025, Gestion ,21,Homme,GEN,Passable,lycee_public,O,12.8,0.0,59.4,20,33.0,54,7,11,7,0,"4,36",6,2,2,1,2,H,vert,lundi,852132,16 Sep 2024,0.74,1,En difficulté sur les évaluations.
ETU-04550,2024-2025,droit,18,Femme,GEN,Bien,lycee_prive,Oui,8.6,16.0,79.0%,42,91.8,107,2,8,8,5,"15,35",5,5,4,4,2,H,vert,vendredi,204395,2024-09-20,19.12,0,Engagement en ligne remarquable.
ETU-00057,2024-2025,Biologie,19,h,general,AB,lycee_public,oui,"0,7",11.0,63.1,23,28.5,36,5,12,10,1,"11,86",5,5,3,1,1,E,bleu,lundi,401912,02/09/2024,14.27,0,Suivi sans particularité.
ETU-03744,2024-2025,STAPS,21,h,Technologique,Assez Bien,lycee_prive,Non,21.6,5.0,90.2,41,64.2,80,3,8,6,6,"15,78",6,6,4,3,3,E,gris,vendredi,454597,20/09/2024,18.06,0,"Très bon investissement, en réussite."
ETU-04150,2024-2025,Biologie,20,F, pro,Passable,autre,0,"6,5",11.0,58.0,24,36.8,49,6,10,9,1,"7,23",5,3,1,3,4,A,rouge,lundi,466042,23/09/2024,11.2,0,Résultats fragiles aux partiels.
ETU-02929,2024-2025,Gestion,18,h,Generale,passable,lycee_public,non,7.0,8.0,99.6,41,66.4,96,3,8,7,4,13.32,6,5,4,5,5,B,rouge,jeudi,833549,2024-09-12,18.58,0,"Très bon investissement, en réussite."
ETU-01639,2024-2025,STAPS,20,F,techno,P,lycee_prive,non,0.2,15.0,71.1,34,60.3,81,8,9,9,2,11.66,5,4,4,2,2,F,jaune,mercredi,691270,11 Sep 2024,14.76,0,
ETU-03978,2024-2025, Gestion ,19,femme,Général,Assez Bien,lycee_public,N,4.5,15.0,"93,8",31,31.0,99,3,12,10,4,11.07,6,3,3,4,4,B,gris,vendredi,469805,2024-09-20,16.86,0,
ETU-00917,2024-2025,biologie,23,f,GEN,passable,lycee_prive,O,"16,0",10.0,79.8,,53.7,60,6,9,6,1,12.84,6,6,3,2,4,H,gris,lundi,494519,2024-09-16,15.78,0,"Bon semestre, résultats solides."
ETU-00263,2024-2025,Informatique,20,Femme,general,Assez Bien,lycee_public,O,"62,2",,99.1,43,71.1,123,4,8,7,7,"15,29",5,4,5,4,3,B,vert,vendredi,925667,13/09/2024,19.07,0,"Très bon investissement, en réussite."
ETU-03460,2024-2025,Gestion,21,Homme,PRO,B,lycee_public,Oui,32.4 km,8.0,77.8,22,39.9,59,2,13,12,7,"12,3",6,4,3,5,3,A,vert,lundi,526580,23 Sep 2024,15.95,0,
ETU-00223,2024-2025,INFORMATIQUE,20,h,Technologique,Passable,lycee_public,N,15.8,24.0,"84,2",29,38.7,78,7,13,12,1,"7,13",5,2,2,2,2,B,gris,mercredi,893643,2024-09-04,10.67,0,Résultats fragiles aux partiels.
ETU-03056,2024-2025,biologie,18,F,Général,Assez Bien,lycee_prive,Non,"30,9",0.0,85.9,50,83.5,93,5,8,6,2,"11,69",6,6,5,4,3,C,jaune,mercredi,853376,11/09/2024,18.34,0,
ETU-00350,2024-2025,Droit,23,femme,Professionnel,,lycee_public,Non,25.5,16.0,"65,1",3,2.3,7,5,11,5,0,10.6,5,0,1,3,2,G,rouge,lundi,716240,2024-09-02,3.25,1,Peu actif sur la plateforme.
ETU-01208,2024-2025,STAPS,19,h,pro,passable,lycee_prive,0,"17,2",21.0,76.4,37,51.5,102,4,9,6,1,"10,11",6,4,5,2,,C,bleu,mercredi,280466,11 Sep 2024,15.16,0,Profil dans la moyenne.
ETU-02417,2024-2025, Droit ,18,femme,general,AB,autre,N,1.2,14.0,"63,9",11,19.4,25,4,11,8,0,,5,3,3,2,3,A,vert,jeudi,432716,26/09/2024,7.72,1,
ETU-04510,2024-2025,Mathematiques,21,H,TECHNO,P,lycee_public,Oui,14.9,0.0,"85,6",15,20.9,8,3,9,6,2,7.2,7,2,2,3,,D,gris,jeudi,580537,2024-09-19,11.48,0,Résultats fragiles aux partiels.
ETU-00623,2024-2025, Droit ,20,H,Général,B,autre,0,3.1,5.0,97.0%,47,60.9,103,0,12,12,11,,6,6,5,4,4,C,vert,vendredi,730761,2024-09-06,18.61,0,Engagement en ligne remarquable.
ETU-00290,2024-2025, Biologie ,19,M,Generale,ab,lycee_public,Oui,"25,6",0.0,84.5%,56,90.8,159,4,9,9,11,11.97,6,6,5,3,3,B,bleu,lundi,818752,02 Sep 2024,17.69,0,
ETU-02938,2024-2025,Droit,23,h,general,AB,cfa,1,21.1,16.0,62.6%,24,43.5,44,4,10,9,0,"10,63",6,6,4,5,3,F,bleu,lundi,250233,2024-09-23,15.37,0,
ETU-01576,2024-2025,droit,17,f,Generale,Passable,lycee_public,non,"14,5",0.0,59.0,3,3.8,6,8,13,10,0,13.3,5,1,2,2,2,D,rouge,vendredi,170989,27 Sep 2024,7.45,1,
ETU-00289,2024-2025,Lettres,19,H,techno,passable,lycee_public,0,"15,0",,72.7,12,11.4,30,5,13,8,0,"6,81",5,3,1,3,1,G,rouge,lundi,255194,2024-09-23,2.17,1,
ETU-01230,2024-2025,gestion,21,f,techno,AB,lycee_prive,0,1.9,11.0,72.8,25,60.7,58,3,8,6,4,12.09,6,5,2,4,,G,gris,mardi,620168,10 Sep 2024,15.81,0,
ETU-00749,2024-2025,mathematiques,19,Femme,général ,Très Bien,lycee_public,0,12.3,0.0,65.3,29,47.1,87,4,11,9,5,"15,24",5,5,4,4,3,F,bleu,mardi,874447,2024-09-10,17.16,0,
ETU-01618,2024-2025, Gestion ,19,femme,Technologique,passable,lycee_prive,non,8.6,0.0,69.7,7,13.9,20,5,13,10,1,"10,13",6,3,3,3,2,B,bleu,lundi,586870,23/09/2024,4.76,1,Peu actif sur la plateforme.
ETU-00135,2024-2025,Gestion,19,f,Général,TB,lycee_prive,non,46.9 km,12.0,82.0,12,19.5,31,2,9,7,2,12.1,6,4,2,4,2,A,gris,mercredi,313029,25/09/2024,8.98,1,
ETU-03285,2024-2025, Informatique ,18,f,PRO,Assez Bien,lycee_public,Non,6.0,12.0,"86,6",21,23.8,45,3,13,11,7,4.75,5,2,3,4,4,C,jaune,lundi,518855,02 Sep 2024,10.45,0,En difficulté sur les évaluations.
ETU-01545,2024-2025,Psychologie,23,M,TECHNO,Bien,lycee_public,Non,26.7 km,0.0,89.1,41,56.0,112,0,8,8,8,11.96,6,5,4,3,4,H,rouge,lundi,564056,16/09/2024,17.7,0,
ETU-01526,2024-2025,lettres,22,NB,Generale,AB,lycee_public,non,37.3,17.0,"66,6",24,41.1,45,4,12,6,3,10.98,5,3,3,3,2,C,vert,vendredi,535189,13/09/2024,14.91,0,RAS.
ETU-05152,2024-2025,Gestion,19,f,techno,B,lycee_public,non,"10,3",15.0,72.8,28,60.6,53,2,11,9,3,12.81,7,6,2,4,2,H,jaune,jeudi,668767,19 Sep 2024,15.84,0,
ETU-04915,2024-2025,LETTRES,22,F,GEN,AB,lycee_public,Non,17.6,12.0,98.7,66,89.7,100,0,13,13,7,12.87,7,5,4,3,3,F,vert,jeudi,673594,2024-09-19,19.14,0,
ETU-04481,2024-2025,informatique,20,M,Général,B,lycee_public,N,"6,7",0.0,85.3%,10,16.0,25,2,12,12,2,"16,16",7,7,5,4,2,F,jaune,mercredi,876586,04 Sep 2024,17.66,0,
ETU-04273,2024-2025,Mathematiques,20,f,general,B,,1,"17,9",21.0,75.7,41,65.6,110,4,11,8,5,"9,78",5,3,4,4,3,F,gris,lundi,183594,02 Sep 2024,16.15,0,Engagement en ligne remarquable.
ETU-02822,2024-2025,Mathematiques,20,f,Technologique,P,lycee_public,0,,,69.5,12,28.5,24,4,8,4,0,4.63,5,2,1,2,2,F,jaune,mardi,121418,17/09/2024,4.06,1,Résultats fragiles aux partiels.
ETU-01761,2024-2025,Psychologie,19,Homme,general,passable,lycee_public,1,4.9,12.0,72.4%,33,35.1,81,5,8,8,2,11.72,6,4,,3,3,E,bleu,vendredi,484729,27 Sep 2024,15.2,0,Profil dans la moyenne.
ETU-02594,2024-2025,Lettres,21,M,Generale,passable,lycee_public,N,,11.0,71.4,9,17.2,23,2,8,6,2,11.64,6,4,2,,3,E,vert,jeudi,779295,2024-09-05,14.92,0,Peu actif sur la plateforme.
ETU-02881,2024-2025,Mathematiques,20,F,général ,Passable,lycee_public,0,0.4,21.0,73.2,8,1.8,23,5,8,5,1,9.36,7,4,3,2,2,F,rouge,jeudi,136801,19 Sep 2024,4.77,1,
ETU-04119,2024-2025,BIOLOGIE,18,f,TECHNO,Assez Bien,lycee_prive,non,0.1,,89.2,38,77.4,85,5,10,9,4,8.19,5,3,,3,,G,vert,mardi,724179,10 Sep 2024,14.97,0,Suivi sans particularité.
ETU-04682,2024-2025, STAPS ,20,F,Technologique,Assez Bien,lycee_public,O,10.7 km,0.0,81.6%,36,34.8,94,1,10,9,5,"15,74",6,5,5,5,3,H,jaune,jeudi,319094,26 Sep 2024,19.37,0,Travail sérieux et régulier.
ETU-01616,2024-2025,Informatique,21,Homme,Generale,Assez Bien,lycee_public,0,,13.0,"83,9",23,38.5,59,4,10,7,5,9.73,6,5,4,2,2,F,jaune,vendredi,728483,27/09/2024,15.28,0,
ETU-03312,2024-2025,mathematiques,21,f,techno,Passable,lycee_prive,0,"54,1",20.0,63.9,32,59.6,52,6,9,6,2,"8,87",6,5,2,3,2,C,bleu,jeudi,779756,26/09/2024,12.88,0,Semble peu engagé dans la formation.
ETU-04583,2024-2025,Informatique,20,M,Général,Passable,lycee_public,Oui,8.3,11.0,77.7,31,44.0,48,6,9,8,3,"13,71",6,4,4,3,3,G,vert,mercredi,135946,18/09/2024,17.15,0,"Bon semestre, résultats solides."
ETU-02820,2024-2025,Lettres,21,M,Général,B,lycee_public,0,2.6,,58.9%,25,34.1,63,5,12,10,3,13.75,7,5,4,3,2,E,bleu,vendredi,489192,2024-09-20,8.46,1,
ETU-02393,2024-2025,gestion,17,Homme,techno,Passable,autre,non,81.9 km,0.0,91.1,31,29.8,57,7,12,9,4,5.16,5,2,4,4,1,B,jaune,vendredi,380330,20/09/2024,12.15,0,Résultats fragiles aux partiels.
ETU-01494,2024-2025,Informatique,17,F,Generale,passable,lycee_prive,non,22.2,13.0,75.7,35,37.6,107,2,9,7,1,13.88,6,4,3,4,3,F,jaune,vendredi,441559,20/09/2024,16.3,0,
ETU-03846,2024-2025,Mathematiques,17,femme,techno,tres bien,lycee_prive,oui,0.1,,78.6,35,55.7,73,3,12,7,3,"10,6",7,6,5,4,3,G,jaune,mardi,666816,24/09/2024,15.21,0,
ETU-04346,2024-2025,PSYCHOLOGIE,20,F,Generale,passable,lycee_public,oui,36.0,18.0,84.4,23,33.8,37,0,11,8,5,12.74,6,3,4,,4,C,gris,vendredi,593781,27 Sep 2024,15.08,0,
ETU-03347,2024-2025,Gestion,20,F,Général,TB,lycee_public,Non,4.6,16.0,93.1%,46,46.3,129,3,8,7,2,10.57,5,4,5,3,3,F,vert,mardi,526962,17 Sep 2024,16.29,0,
ETU-00905,2024-2025,STAPS,18,f, pro,P,lycee_public,N,4.2,14.0,89.6,42,62.0,113,1,12,11,8,14.28,6,4,5,,,H,bleu,jeudi,123674,2024-09-19,18.9,0,Étudiant assidu et investi.
ETU-00591,2024-2025, Psychologie ,17,H,Général,tres bien,lycee_public,non,2.7,12.0,75.5,20,39.5,51,4,9,6,0,"17,69",6,6,,3,3,E,gris,lundi,364681,2024-09-09,18.87,0,
ETU-00793,2024-2025,BIOLOGIE,21,femme,Général,AB,,Non,26.1,11.0,93.0,70,71.4,118,0,11,11,10,14.2,5,4,5,5,5,A,gris,jeudi,318953,26/09/2024,19.15,0,Étudiant assidu et investi.
ETU-04754,2024-2025, Psychologie ,17,h,TECHNO,ab,lycee_prive,non,0.4,8.0,92.5,29,24.7,68,8,12,8,4,"9,65",5,2,3,3,4,E,rouge,jeudi,174294,2024-09-05,7.79,1,
ETU-03873,2024-2025, Psychologie ,18,f,Général,P,lycee_prive,non,"23,2",0.0,57.4,,48.1,50,2,13,10,5,9.01,6,4,3,4,2,F,bleu,vendredi,432526,2024-09-06,14.25,0,
ETU-03793,2024-2025,PSYCHOLOGIE,19,h,Technologique,passable,lycee_public,N,3.5,13.0,73.7,25,18.9,49,6,8,6,2,7.96,5,1,3,4,2,F,gris,mercredi,948725,2024-09-18,5.15,1,
ETU-04313,2024-2025,STAPS,20,M,GEN,Passable,,Non,8.7,9.0,81.0,44,69.6,124,1,13,10,8,"10,46",7,3,4,4,2,A,rouge,mercredi,325457,25/09/2024,15.04,0,
ETU-00818,2024-2025,INFORMATIQUE,20,femme,Generale,P,lycee_prive,non,5.2,5.0,73.8%,21,30.2,34,7,13,9,3,"4,68",5,2,3,4,4,A,rouge,lundi,345934,16 Sep 2024,1.76,1,En difficulté sur les évaluations.
ETU-02639,2024-2025,DROIT,21,H,Generale,ab,lycee_public,N,3.1,0.0,90.5,45,62.4,120,0,13,13,6,11.34,6,6,3,4,4,C,jaune,jeudi,298725,26 Sep 2024,19.16,0,
ETU-00071,2024-2025, Droit ,19,Femme,Général,AB,,1,13.9,8.0,"95,6",56,103.4,113,1,13,13,6,19.73,6,6,5,3,3,C,gris,mercredi,230550,2024-09-11,19.87,0,"Très bon investissement, en réussite."
ETU-04431,2024-2025,droit,19,F,Général,Bien,lycee_public,O,1.0,12.0,"60,9",13,7.4,34,7,10,7,2,7.2,7,5,3,3,2,A,vert,mardi,318651,24/09/2024,3.58,1,Résultats fragiles aux partiels.
ETU-04179,2024-2025,Biologie,17,femme,GEN,Passable,cfa,0,4.0,17.0,"73,5",40,80.8,85,4,12,11,7,7.13,6,4,2,3,3,E,jaune,mardi,438793,17/09/2024,13.65,0,Résultats fragiles aux partiels.
ETU-00723,2024-2025,Gestion,18,F,general,Passable,lycee_public,non,,9.0,"70,5",36,38.2,94,7,13,10,1,"14,82",6,5,4,1,3,E,gris,jeudi,337837,2024-09-05,14.74,0,Profil dans la moyenne.
ETU-00665,2024-2025,Informatique,19,f,GEN,ab,lycee_prive,non,,3.0,79.9%,27,20.3,67,1,12,12,4,13.43,5,4,5,5,3,E,jaune,mardi,930117,17 Sep 2024,18.98,0,
ETU-01335,2024-2025,DROIT,20,F,Generale,AB,lycee_public,non,"38,4",13.0,60.4,18,40.5,25,3,10,8,1,11.35,5,3,2,4,,H,rouge,jeudi,851172,12 Sep 2024,5.51,1,
ETU-04795,2024-2025,Psychologie,22,Femme,general,AB,lycee_prive,1,"37,0",24.0,71.4%,40,37.2,116,5,13,12,5,"17,45",6,6,4,3,2,A,rouge,mercredi,849588,04 Sep 2024,17.65,0,
ETU-01404,2024-2025,Lettres,18,M,Technologique,,lycee_public,Oui,"5,4",18.0,74.4,24,30.9,49,2,10,8,0,4.91,6,2,2,4,1,G,gris,jeudi,196021,19 Sep 2024,10.12,0,
ETU-02432,2024-2025,Droit,22,f,GEN,Bien,lycee_public,O,,23.0,64.2,8,18.1,7,3,13,10,1,11.94,7,3,3,3,2,G,vert,mercredi,736465,2024-09-11,5.18,1,Peu actif sur la plateforme.
ETU-01900,2024-2025,gestion,18,M,Generale,TB,lycee_public,0,0.7,23.0,87.5,35,68.2,105,3,11,9,6,"9,84",7,1,4,5,4,C,rouge,lundi,533841,16 Sep 2024,15.74,0,Suivi sans particularité.
ETU-02539,2024-2025,GESTION,21,Femme,pro,Assez Bien,lycee_prive,oui,0.7,10.0,90.5,52,40.9,86,2,10,8,9,12.26,6,6,3,3,4,H,vert,jeudi,844567,19 Sep 2024,16.69,0,
ETU-04771,2024-2025,STAPS,20,Homme,GEN,B,cfa,N,31.3,10.0,63.2,17,22.7,25,7,13,8,0,6.41,6,3,1,2,1,A,vert,mercredi,981311,2024-09-04,0.85,1,En difficulté sur les évaluations.
ETU-00509,2024-2025,PSYCHOLOGIE,18,Homme,Generale,Assez Bien,lycee_public,0,"53,7",15.0,82.2,23,33.9,37,3,12,10,2,14.85,5,2,,1,2,E,jaune,lundi,527091,09 Sep 2024,16.62,0,Travail sérieux et régulier.
ETU-02624,2024-2025, STAPS ,20,f,général ,passable,autre,non,"36,6",,86.7,22,39.1,53,5,11,9,5,"9,77",5,4,4,3,1,B,jaune,mardi,354165,2024-09-10,12.85,0,
ETU-02445,2024-2025,STAPS,21,Homme,general,B,lycee_public,0,5.4,0.0,38.2%,0,0.0,0,4,13,4,0,"6,43",7,2,1,1,1,H,vert,jeudi,282420,05/09/2024,1.39,1,
ETU-01159,2024-2025, Informatique ,20,H,Professionnel,passable,lycee_public,0,,18.0,84.5,38,65.0,76,1,12,9,3,7.61,6,3,2,3,1,G,vert,mardi,707717,03/09/2024,13.1,0,En difficulté sur les évaluations.
ETU-02982,2024-2025,Mathematiques,23,h,général ,Assez Bien,lycee_public,oui,12.5,,"70,1",15,17.3,24,9,10,9,1,10.59,5,1,,3,1,H,vert,vendredi,791793,20 Sep 2024,3.56,1,
ETU-02179,2024-2025,Psychologie,21,femme,TECHNO,Passable,lycee_public,oui,8.5,11.0,60.4,11,16.1,3,4,13,9,0,6.23,5,1,1,,1,A,rouge,jeudi,144277,2024-09-19,1.3,1,Résultats fragiles aux partiels.
ETU-03925,2024-2025,Biologie,20,h,techno,P,lycee_public,Non,1.8,19.0,59.7%,3,4.0,1,4,11,7,0,"8,53",5,3,4,1,2,G,gris,lundi,598027,23 Sep 2024,2.96,1,
ETU-00647,2024-2025,droit,21,Femme,techno,AB,lycee_public,Non,35.6,6.0,"79,1",37,78.9,87,1,11,11,2,8.66,6,5,4,5,3,F,gris,mercredi,682956,18/09/2024,15.52,0,
ETU-00721,2024-2025,Psychologie,19,F,GEN,Assez Bien,lycee_public,Non,4.4 km,4.0,"77,4",37,78.7,99,2,11,8,3,13.21,5,4,2,2,2,A,gris,mercredi,992685,11/09/2024,16.37,0,Semble peu engagé dans la formation.
ETU-00419,2024-2025,STAPS,19,h,général ,tres bien,autre,0,7.3,16.0,99.8,51,46.9,91,1,8,8,3,20.0,5,5,5,5,4,E,vert,mardi,644645,03/09/2024,19.89,0,Étudiant assidu et investi.
ETU-04094,2024-2025,Gestion,17,Femme,général ,B,lycee_public,0,15.3,0.0,"77,6",33,40.0,57,5,11,9,3,14.34,6,6,,5,4,D,vert,mercredi,862465,11 Sep 2024,19.08,0,
ETU-00667,2024-2025,Lettres,18,Homme,general,Bien,lycee_public,N,25.1,28.0,64.4,31,29.8,61,7,11,8,2,"10,54",6,4,4,4,1,H,jaune,mercredi,566859,04 Sep 2024,6.2,1,RAS.
ETU-04161,2024-2025,Lettres,17,f,pro,Passable,,1,17.5 km,10.0,84.0,28,69.0,72,5,8,8,6,7.8,7,2,5,4,3,A,rouge,mercredi,181428,11 Sep 2024,14.0,0,
ETU-03918,2024-2025,Droit,18,F,GEN,Passable,lycee_public,0,"27,4",11.0,78.0,18,24.4,43,7,12,7,1,9.32,7,6,3,,2,H,vert,lundi,582148,09 Sep 2024,4.41,1,
ETU-03021,2024-2025,INFORMATIQUE,18,Femme,techno,Bien,lycee_public,N,1.0,0.0,80.5,34,52.4,75,2,12,9,0,"11,74",6,6,3,3,3,B,gris,lundi,247404,2024-09-09,15.89,0,Suivi sans particularité.
ETU-05057,2024-2025,Droit,19,Homme,Général,Assez Bien,lycee_public,non,7.7,6.0,65.7,11,9.3,18,8,12,10,0,10.41,5,1,3,3,2,C,jaune,vendredi,915569,2024-09-13,6.15,1,Engagement en ligne très faible.
ETU-03073,2024-2025,Droit,17,h,Technologique,passable,autre,oui,7.5,4.0,70.7%,64,112.9,164,3,12,9,3,"8,85",7,4,3,3,1,E,jaune,jeudi,886615,26/09/2024,16.46,0,
ETU-01192,2024-2025,Informatique,22,M,général ,passable,lycee_public,0,5.1,,"89,7",40,52.5,100,2,12,12,6,20.0,6,6,5,5,5,A,gris,mardi,459250,10/09/2024,19.87,0,"Très bon investissement, en réussite."
ETU-02562,2024-2025,Mathematiques,20,F,GEN,Assez Bien,lycee_public,0,1.0,0.0,83.1,25,32.9,61,4,12,11,2,17.84,5,5,3,4,4,A,rouge,mardi,441580,2024-09-10,18.68,0,Travail sérieux et régulier.
ETU-04882,2024-2025,STAPS,20,femme,Generale,AB,lycee_public,oui,11.0,18.0,"61,5",22,34.2,43,6,12,7,0,10.03,5,2,1,3,1,C,gris,mercredi,726966,04 Sep 2024,4.48,1,Semble peu engagé dans la formation.
ETU-03133,2024-2025,Informatique,20,H,Generale,TB,lycee_prive,Non,31.1,0.0,96.8%,31,31.2,66,3,13,12,4,"16,73",7,6,4,3,3,A,bleu,mercredi,550847,2024-09-25,19.06,0,"Très bon investissement, en réussite."
ETU-03651,2024-2025,Biologie,23,Femme,Général,ab,lycee_public,non,7.7 km,8.0,67.3%,18,18.5,50,9,13,9,1,"8,06",7,3,1,3,2,G,rouge,vendredi,227659,2024-09-20,2.36,1,
ETU-02652,2024-2025,INFORMATIQUE,17,M,Général,AB,cfa,N,61.1 km,13.0,79.5%,44,32.2,123,6,9,8,3,"9,57",7,4,2,1,2,A,jaune,vendredi,712162,20 Sep 2024,14.21,0,
ETU-04295,2024-2025, Biologie ,20,H,general,Assez Bien,autre,non,19.0,,95.6,53,50.1,123,1,11,11,5,20.0,7,7,5,4,5,C,jaune,jeudi,811399,12 Sep 2024,19.57,0,Étudiant assidu et investi.
ETU-03891,2024-2025,Droit,17,Homme,Generale,passable,cfa,Non,0.3,23.0,96.6,41,81.8,112,1,11,11,7,9.12,7,5,,,5,B,jaune,jeudi,526481,2024-09-12,17.88,0,Engagement en ligne remarquable.
ETU-02806,2024-2025,informatique,20,Homme,GEN,tres bien,lycee_public,0,10.0,,85.7,49,94.6,108,2,11,11,5,15.78,6,6,5,4,3,C,bleu,lundi,217063,02/09/2024,18.93,0,
ETU-04861,2024-2025,Biologie,17,f,général ,Passable,lycee_prive,oui,8.5,17.0,79.4,15,21.7,16,7,11,7,3,6.27,5,3,3,2,1,E,rouge,lundi,255281,02/09/2024,3.55,1,Résultats fragiles aux partiels.
ETU-02018,2024-2025,Biologie,18,M,Général,Passable,lycee_public,N,"12,2",8.0,77.2%,20,57.9,42,2,12,8,5,11.83,6,6,4,4,2,A,bleu,jeudi,214168,26 Sep 2024,16.7,0,RAS.
ETU-00702,2024-2025,GESTION,19,f,GEN,Passable,,non,27.2,0.0,69.8,3,5.7,1,3,11,9,2,12.41,7,5,2,2,3,E,gris,mardi,411174,2024-09-24,6.85,1,Engagement en ligne très faible.
ETU-03775,2024-2025, Droit ,22,M,général ,B,autre,Oui,"4,6",23.0,64.0,16,12.2,44,5,12,10,2,10.22,7,6,3,3,,E,vert,mardi,459338,2024-09-17,7.06,1,
ETU-04100,2024-2025,Mathematiques,19,M,PRO,Passable,lycee_public,Oui,"10,2",22.0,63.5%,11,10.8,11,6,9,7,6,12.05,5,2,2,2,2,B,bleu,vendredi,896072,20/09/2024,5.83,1,Peu actif sur la plateforme.
ETU-03523,2024-2025, Informatique ,19,Homme,PRO,ab,lycee_public,O,"19,3",0.0,89.9%,29,10.7,66,3,13,11,3,13.73,6,5,4,2,2,G,bleu,vendredi,413835,13/09/2024,16.77,0,
ETU-01957,2024-2025,Psychologie,22,F,TECHNO,AB,lycee_public,Oui,,0.0,72.1%,17,28.1,47,4,12,11,4,10.48,6,5,3,3,,F,gris,jeudi,282221,05 Sep 2024,14.7,0,
ETU-00505,2024-2025,Informatique,19,Homme,Professionnel,B,lycee_public,Non,"28,1",15.0,80.5,21,33.5,54,3,13,9,5,10.75,6,3,5,4,2,H,bleu,mercredi,414050,04 Sep 2024,15.48,0,
ETU-00217,2024-2025,LETTRES,21,femme,Technologique,ab,lycee_public,1,,0.0,56.1,3,3.9,7,4,10,6,0,11.04,6,3,3,3,2,H,jaune,mercredi,872808,2024-09-18,5.02,1,
ETU-01708,2024-2025,DROIT,20,f,GEN,P,lycee_public,0,10.9,21.0,62.3,,19.0,22,4,10,5,1,,6,4,1,3,2,H,gris,mardi,251929,2024-09-17,6.05,1,Semble peu engagé dans la formation.
ETU-03886,2024-2025,psychologie,20,M,Général,P,lycee_prive,oui,1.0,8.0,"66,0",9,8.7,25,4,10,7,0,15.29,7,7,2,3,2,C,gris,vendredi,105649,06 Sep 2024,17.11,0,
ETU-03280,2024-2025, Gestion ,19,H,Generale,Assez Bien,lycee_public,0,4.9,0.0,87.1%,38,79.4,90,3,9,8,2,13.82,5,3,4,3,3,D,bleu,jeudi,225611,19 Sep 2024,17.42,0,Étudiant assidu et investi.
